Wall time,Step,Value
1641137181.607293,1420,9.999999747378752e-05
1641137186.802933,1440,0.00019999999494757503
1641137191.9067087,1460,9.999999747378752e-05
1641137196.9967587,1480,9.999999747378752e-05
1641137202.1023269,1500,0.47290000319480896
1641137235.5793438,1520,9.999999747378752e-05
1641137240.7745655,1540,0.4171000123023987
1641137245.9149647,1560,0.361299991607666
1641137251.0024738,1580,9.999999747378752e-05
1641137259.9577975,1600,0.005499999970197678
1641137265.1320035,1620,0.008200000040233135
1641137270.2461054,1640,0.0003000000142492354
1641137275.3595893,1660,0.0006000000284984708
1641137280.4767427,1680,0.3425000011920929
1641137285.6114469,1700,9.999999747378752e-05
1641137290.7938287,1720,9.999999747378752e-05
1641137295.972925,1740,9.999999747378752e-05
1641137301.0765796,1760,0.18369999527931213
1641137306.2303364,1780,9.999999747378752e-05
1641137311.5268505,1800,0.6852999925613403
1641137316.7828362,1820,9.999999747378752e-05
1641137321.9873629,1840,0.00039999998989515007
1641137327.1854002,1860,9.999999747378752e-05
1641137332.3896234,1880,9.999999747378752e-05
1641137337.5887964,1900,9.999999747378752e-05
1641137342.796317,1920,9.999999747378752e-05
1641137347.9995012,1940,9.999999747378752e-05
1641137353.1884608,1960,0.00019999999494757503
1641137358.3830569,1980,0.14579999446868896
1641137367.507085,2000,9.999999747378752e-05
1641137401.0042884,2020,0.0006000000284984708
1641137406.1967437,2040,9.999999747378752e-05
1641137411.399065,2060,0.5478000044822693
1641137416.5897634,2080,9.999999747378752e-05
1641137421.7660084,2100,9.999999747378752e-05
1641137426.956031,2120,0.00039999998989515007
1641137432.147802,2140,9.999999747378752e-05
1641137437.3360786,2160,9.999999747378752e-05
1641137442.5329664,2180,9.999999747378752e-05
1641137447.7300756,2200,0.00019999999494757503
1641137452.9225485,2220,9.999999747378752e-05
1641137458.1096673,2240,9.999999747378752e-05
1641137463.2943852,2260,9.999999747378752e-05
1641137468.4919925,2280,0.21549999713897705
1641137473.6940873,2300,9.999999747378752e-05
1641137478.9045153,2320,9.999999747378752e-05
1641137484.107594,2340,9.999999747378752e-05
1641137489.3099751,2360,9.999999747378752e-05
1641137494.5066054,2380,9.999999747378752e-05
1641137503.6237376,2400,9.999999747378752e-05
1641137508.8146782,2420,9.999999747378752e-05
1641137514.0284264,2440,9.999999747378752e-05
1641137519.254617,2460,0.508899986743927
1641137524.4725058,2480,0.11389999836683273
1641137529.6784148,2500,0.00019999999494757503
1641137555.5578506,2520,9.999999747378752e-05
1641137560.7613013,2540,9.999999747378752e-05
1641137565.9808254,2560,9.999999747378752e-05
1641137571.1743183,2580,9.999999747378752e-05
1641137576.3772523,2600,9.999999747378752e-05
1641137581.4933643,2620,9.999999747378752e-05
1641137586.7029963,2640,9.999999747378752e-05
1641137591.7651575,2660,9.999999747378752e-05
1641137596.8334773,2680,9.999999747378752e-05
1641137601.8931282,2700,9.999999747378752e-05
1641137606.9570258,2720,9.999999747378752e-05
1641137612.036656,2740,9.999999747378752e-05
1641137617.1099148,2760,9.999999747378752e-05
1641137622.1761787,2780,9.999999747378752e-05
1641137631.0174866,2800,9.999999747378752e-05
1641137636.081702,2820,9.999999747378752e-05
1641137641.1388426,2840,9.999999747378752e-05
1641137646.1997392,2860,9.999999747378752e-05
1641137651.263606,2880,9.999999747378752e-05
1641137656.326264,2900,9.999999747378752e-05
1641137661.3960924,2920,9.999999747378752e-05
1641137666.4526532,2940,0.00019999999494757503
1641137671.5160675,2960,9.999999747378752e-05
1641137676.6046357,2980,9.999999747378752e-05
1641137681.6658783,3000,9.999999747378752e-05
1641137706.7654977,3020,0.37779998779296875
1641137711.8577294,3040,9.999999747378752e-05
1641137716.9595394,3060,9.999999747378752e-05
1641137722.057013,3080,9.999999747378752e-05
1641137727.1484146,3100,0.004699999932199717
1641137732.2252195,3120,9.999999747378752e-05
1641137737.3298607,3140,9.999999747378752e-05
1641137742.4349527,3160,9.999999747378752e-05
1641137747.5341797,3180,9.999999747378752e-05
1641137756.4932046,3200,9.999999747378752e-05
1641137761.5941598,3220,9.999999747378752e-05
1641137766.6901476,3240,9.999999747378752e-05
1641137771.7888765,3260,9.999999747378752e-05
1641137776.8937182,3280,9.999999747378752e-05
1641137782.0025215,3300,0.0
1641137787.110906,3320,0.0
1641137792.2262485,3340,9.999999747378752e-05
1641137797.3127084,3360,9.999999747378752e-05
1641137802.385744,3380,9.999999747378752e-05
1641137807.4617934,3400,9.999999747378752e-05
1641137812.537239,3420,0.0
1641137817.6111174,3440,9.999999747378752e-05
1641137822.6854954,3460,0.3714999854564667
1641137827.7531726,3480,0.0
1641137832.8286695,3500,9.999999747378752e-05
1641137857.2209952,3520,0.0008999999845400453
1641137862.2955806,3540,9.999999747378752e-05
1641137867.3454103,3560,9.999999747378752e-05
1641137872.4074483,3580,9.999999747378752e-05
1641137881.326225,3600,9.999999747378752e-05
1641137886.3847759,3620,0.0003000000142492354
1641137891.439103,3640,9.999999747378752e-05
1641137896.50267,3660,0.0
1641137901.5614438,3680,0.0
1641137906.6310782,3700,0.0
1641137911.691146,3720,9.999999747378752e-05
1641137916.7476547,3740,9.999999747378752e-05
1641137921.802016,3760,9.999999747378752e-05
1641137926.861952,3780,0.0
1641137931.926599,3800,9.999999747378752e-05
1641137936.9884772,3820,0.0
1641137942.0484269,3840,9.999999747378752e-05
1641137947.1081302,3860,0.0
1641137952.1795151,3880,0.4147999882698059
1641137957.2384694,3900,0.0
1641137962.3027654,3920,0.0
1641137967.3697648,3940,9.999999747378752e-05
1641137972.4388103,3960,0.0
1641137977.5024397,3980,9.999999747378752e-05
